citizen_id,declared_income,tax_paid,phone_count,filing_status_encoded,total_vehicle_value,vehicle_count,max_vehicle_value,total_property_value,property_count,avg_monthly_electricity,avg_monthly_gas,total_utility_spend,foreign_travel_count,business_class_trips,luxury_destination_count,business_count,directorship_count,total_share_value,avg_bank_balance,avg_monthly_transactions,graph_degree_centrality,graph_betweenness,income_to_asset_ratio,tax_to_income_ratio,utility_to_income_ratio
CZ-4257B2DE,10338440.0,1923650.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,3,0,0.0,7972600.0,0.0,0.0,0.0,0.0,0.18606772395061538,0.0
CZ-4B61DF70,32209110.0,3507790.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,56652550.0,0.0,0.0,0.0,0.0,0.10890676581873886,0.0
CZ-E3111DFD,10973820.0,1650070.0,1,1.0,2268000.0,1,2268000.0,0.0,0,0.0,0.0,0.0,0,0,0,2,0,0.0,9987080.0,0.0,0.0,0.0,1.0,0.15036423050496545,0.0
CZ-7797A7C4,19908740.0,4017450.0,1,1.0,11117200.0,2,9025000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.20179328274918454,0.0
CZ-8489F75A,3300800.0,0.0,1,1.0,1082400.0,1,1082400.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,8589960.0,0.0,0.0,0.0,1.0,0.0,0.0
CZ-86395D36,0.0,0.0,1,0.0,3870000.0,1,3870000.0,45767020.0,1,0.0,0.0,0.0,3,0,2,0,0,0.0,10522030.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-D5D9084F,37637570.0,1921190.0,1,1.0,5424000.0,1,5424000.0,271344840.0,2,0.0,0.0,0.0,2,0,1,2,0,0.0,63305620.0,0.0,0.0,0.0,0.13598918866733697,0.05104447497540356,0.0
CZ-F7E806BC,8192590.0,766750.0,1,1.0,4208000.0,1,4208000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,23079960.0,0.0,0.0,0.0,1.0,0.09359067157028486,0.0
CZ-B1B1593E,2419320.0,0.0,1,0.0,0.0,0,0.0,13023510.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,283640.0,0.0,0.0,0.0,0.18576558853949512,0.0,0.0
CZ-DE5E33FC,11274500.0,1106170.0,1,1.0,0.0,0,0.0,56818040.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,24202840.0,0.0,0.0,0.0,0.19843169528551144,0.09811255488048251,0.0
CZ-98E5A6A8,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,21433325.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-C1ED50C8,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,23970290.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-CB42729A,8928000.0,1116680.0,1,1.0,1330000.0,1,1330000.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,9279850.0,0.0,0.0,0.0,1.0,0.12507616487455198,0.0
CZ-F56EA6DE,11894610.0,778210.0,1,1.0,2416000.0,1,2416000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,8196910.0,0.0,0.0,0.0,1.0,0.06542543219155567,0.0
CZ-0D56D9AA,0.0,0.0,1,0.0,0.0,0,0.0,206433140.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,46267820.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-3EB0BA89,12823400.0,1002220.0,1,1.0,2691000.0,1,2691000.0,65994900.0,1,0.0,0.0,0.0,1,0,0,1,0,0.0,12496390.0,0.0,0.0,0.0,0.1866962506132991,0.07815555936803031,0.0
CZ-D0477E56,4929030.0,0.0,1,0.0,0.0,0,0.0,16839950.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,9265635.0,0.0,0.0,0.0,0.2926986125255716,0.0,0.0
CZ-DB700091,31700190.0,3137920.0,1,1.0,5874000.0,2,3474000.0,111067310.0,1,0.0,0.0,0.0,0,0,0,2,0,0.0,36742020.0,0.0,0.0,0.0,0.27107777397054983,0.09898741931830693,0.0
CZ-CCDB6310,0.0,0.0,1,0.0,0.0,0,0.0,85417910.0,1,0.0,0.0,0.0,2,0,1,2,0,0.0,34212530.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-81BCD00C,0.0,0.0,1,0.0,0.0,0,0.0,119362300.0,3,0.0,0.0,0.0,0,0,0,0,0,0.0,12417555.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-3F63ADD5,3086070.0,0.0,1,0.0,0.0,0,0.0,29269970.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,8829880.0,0.0,0.0,0.0,0.10543468271405813,0.0,0.0
CZ-49F07C1B,6096010.0,1372340.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22512102178310076,0.0
CZ-1D1FD059,10508540.0,2273000.0,1,1.0,10908000.0,2,6372000.0,72853670.0,1,0.0,0.0,0.0,1,0,1,2,0,0.0,25770720.0,0.0,0.0,0.0,0.12545762280050052,0.21630026625963264,0.0
CZ-08E130B5,0.0,4384010.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,7377380.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-58672A3D,62617190.0,6593790.0,1,1.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,20517355.0,0.0,0.0,0.0,0.0,0.10530319230230549,0.0
CZ-CF3D3C31,9497160.0,1478500.0,1,1.0,7710000.0,1,7710000.0,74569680.0,2,0.0,0.0,0.0,1,0,1,0,0,0.0,2733795.0,0.0,0.0,0.0,0.11542533952489849,0.1556781185112181,0.0
CZ-55E00F0D,0.0,0.0,1,0.0,6990000.0,1,6990000.0,148510280.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,34058310.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-A086BFEF,0.0,0.0,1,0.0,0.0,0,0.0,313154750.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,23090820.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-B74BC0FF,0.0,0.0,1,0.0,4554000.0,1,4554000.0,11164780.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,1400400.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-0D79ED0C,0.0,0.0,1,0.0,0.0,0,0.0,27116580.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,5789885.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-85C201E4,0.0,0.0,1,0.0,4020000.0,1,4020000.0,0.0,0,0.0,0.0,0.0,2,0,2,0,0,0.0,23284060.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-4A8FDBE2,0.0,0.0,1,0.0,6300000.0,1,6300000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,30680390.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-410FFA8D,60008160.0,11340690.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,45682940.0,0.0,0.0,0.0,0.0,0.18898579793148132,0.0
CZ-134C33C2,0.0,0.0,1,0.0,0.0,0,0.0,105592550.0,1,0.0,0.0,0.0,1,0,0,1,0,0.0,27568980.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-FD3DB698,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,26735110.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-24ABE42C,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,10792660.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-CC5E1E09,4677300.0,0.0,1,0.0,5490000.0,1,5490000.0,33337240.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,6192855.0,0.0,0.0,0.0,0.12046439561503727,0.0,0.0
CZ-89525B94,0.0,0.0,1,1.0,6860000.0,1,6860000.0,14385860.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,2411330.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-6EC53059,14006710.0,1624790.0,1,1.0,13830000.0,2,8130000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,8317680.0,0.0,0.0,0.0,1.0,0.1160008310302705,0.0
CZ-8E4C1314,26162550.0,5340370.0,1,1.0,1416000.0,1,1416000.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,22869940.0,0.0,0.0,0.0,1.0,0.20412268681760762,0.0
CZ-3EB07B43,37564710.0,8702530.0,1,1.0,12350000.0,2,7940000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,84513080.0,0.0,0.0,0.0,1.0,0.23166770088202465,0.0
CZ-5204E238,0.0,0.0,1,0.0,0.0,0,0.0,85991630.0,2,0.0,0.0,0.0,3,0,3,1,0,0.0,32648730.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-3F70D6DB,0.0,0.0,1,0.0,1552000.0,1,1552000.0,226438610.0,1,0.0,0.0,0.0,1,0,0,1,0,0.0,40891460.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-E7A1B9E4,1421160.0,0.0,1,1.0,12054000.0,3,6930000.0,9528500.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,3664150.0,0.0,0.0,0.0,0.06584779335109464,0.0,0.0
CZ-F8633C38,28483400.0,6854560.0,1,1.0,5060000.0,1,5060000.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,64404310.0,0.0,0.0,0.0,1.0,0.24065104587233266,0.0
CZ-D403D2CA,13187780.0,2400120.0,1,1.0,12350000.0,2,10980000.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,21502630.0,0.0,0.0,0.0,1.0,0.1819957566777729,0.0
CZ-8004AE14,2035500.0,0.0,1,0.0,6160000.0,1,6160000.0,20789310.0,2,0.0,0.0,0.0,1,0,1,0,0,0.0,3709690.0,0.0,0.0,0.0,0.07553069076722187,0.0,0.0
CZ-BC8EBF63,3484460.0,0.0,1,0.0,16050000.0,2,11910000.0,33021860.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,5943880.0,0.0,0.0,0.0,0.07100729420079044,0.0,0.0
CZ-6F79BA8D,60182090.0,5687270.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0,0.0,73661230.0,0.0,0.0,0.0,0.0,0.09450103843186569,0.0
CZ-089B9C81,20132500.0,1331200.0,1,1.0,4780000.0,1,4780000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,4758570.0,0.0,0.0,0.0,1.0,0.06612194213336645,0.0
CZ-A36F777B,6816600.0,547180.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,2,0,0,0.0,10577180.0,0.0,0.0,0.0,0.0,0.08027168969867676,0.0
CZ-411FCFE1,83585390.0,7782720.0,1,1.0,0.0,0,0.0,618935130.0,2,0.0,0.0,0.0,1,0,1,1,0,0.0,119680650.0,0.0,0.0,0.0,0.1350470928997034,0.09311100899331809,0.0
CZ-E4EE66CD,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,15680530.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-84A45757,5277150.0,0.0,1,0.0,0.0,0,0.0,38063180.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,1279780.0,0.0,0.0,0.0,0.13864185808962887,0.0,0.0
CZ-F1C264F5,0.0,0.0,1,0.0,5808000.0,1,5808000.0,6069820.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,2044620.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-52677232,23734000.0,1844580.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,58458250.0,0.0,0.0,0.0,0.0,0.07771888430100278,0.0
CZ-98A34ED1,3410290.0,0.0,1,0.0,0.0,0,0.0,7699410.0,1,0.0,0.0,0.0,2,0,2,0,0,0.0,8473090.0,0.0,0.0,0.0,0.44292874389076564,0.0,0.0
CZ-0F955A92,994590.0,0.0,1,0.0,0.0,0,0.0,5568380.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,2046010.0,0.0,0.0,0.0,0.17861388770162956,0.0,0.0
CZ-42A6B0AC,6335840.0,1274820.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,6062475.0,0.0,0.0,0.0,0.0,0.20120773251849794,0.0
CZ-6063AACD,0.0,0.0,1,0.0,0.0,0,0.0,1528498380.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,142683325.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-2D5C2FC8,0.0,0.0,1,0.0,2240000.0,1,2240000.0,23602940.0,2,0.0,0.0,0.0,1,0,1,0,0,0.0,345560.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-108DDD26,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,17883905.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-E4DB13EB,17419280.0,3846010.0,1,1.0,2656000.0,1,2656000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,20965560.0,0.0,0.0,0.0,1.0,0.22079041154399034,0.0
CZ-DB551A45,5216540.0,0.0,1,1.0,3120000.0,1,3120000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,6551230.0,0.0,0.0,0.0,1.0,0.0,0.0
CZ-6B20EE6D,10761810.0,1748470.0,1,1.0,0.0,0,0.0,64080370.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,12180820.0,0.0,0.0,0.0,0.16794238235515807,0.1624698819250665,0.0
CZ-A5CC051A,0.0,0.0,1,0.0,17810000.0,2,10290000.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,43694300.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-2A76C954,23933720.0,4143050.0,1,1.0,0.0,0,0.0,161916890.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,50613060.0,0.0,0.0,0.0,0.14781484501091888,0.173105142033917,0.0
CZ-B062B942,195420860.0,29056190.0,1,1.0,10410000.0,1,10410000.0,1385018520.0,2,0.0,0.0,0.0,1,0,1,2,0,0.0,358841880.0,0.0,0.0,0.0,0.14004361900242657,0.148685201774263,0.0
CZ-313B0240,12973370.0,1662000.0,1,1.0,1450000.0,1,1450000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,2817170.0,0.0,0.0,0.0,1.0,0.12810857934368633,0.0
CZ-9425650A,39222810.0,8131130.0,1,1.0,0.0,1,0.0,130661810.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,44095230.0,0.0,0.0,0.0,0.30018572373978286,0.2073061568000865,0.0
CZ-B52B494A,19447040.0,3085070.0,1,1.0,2382600.0,1,2382600.0,0.0,1,0.0,0.0,0.0,1,0,0,0,0,0.0,9004360.0,0.0,0.0,0.0,1.0,0.15863956674126242,0.0
CZ-1388BE47,3027770.0,0.0,1,1.0,0.0,0,0.0,42551280.0,2,0.0,0.0,0.0,1,0,1,1,0,0.0,4797290.0,0.0,0.0,0.0,0.071155791318146,0.0,0.0
CZ-DBD23101,0.0,0.0,1,0.0,0.0,0,0.0,716531590.0,2,0.0,0.0,0.0,2,0,2,0,0,0.0,68144255.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-399A874F,0.0,698920.0,1,1.0,712800.0,1,712800.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,2341755.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-EBE46667,0.0,0.0,1,0.0,1663200.0,1,1663200.0,69644360.0,1,0.0,0.0,0.0,2,0,1,0,0,0.0,16418055.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-EA57E9C8,15603980.0,3359380.0,1,1.0,712800.0,1,712800.0,119998270.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,6540280.0,0.0,0.0,0.0,0.12926718320034775,0.2152899452575561,0.0
CZ-94467744,5305570.0,0.0,1,0.0,0.0,0,0.0,46774510.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,8972050.0,0.0,0.0,0.0,0.11342866018265077,0.0,0.0
CZ-9EB1E299,4863090.0,0.0,1,0.0,936000.0,1,936000.0,37119050.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,12333950.0,0.0,0.0,0.0,0.12779092393782165,0.0,0.0
CZ-0C1B48B3,2782080.0,0.0,1,0.0,3030000.0,1,3030000.0,14884210.0,1,0.0,0.0,0.0,2,0,2,2,0,0.0,2067500.0,0.0,0.0,0.0,0.15530017790346323,0.0,0.0
CZ-705A1492,8626100.0,482090.0,1,0.0,3420000.0,1,3420000.0,18477710.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,21113430.0,0.0,0.0,0.0,0.39392703620606906,0.055887365089669724,0.0
CZ-A3F1F733,30944930.0,2300260.0,1,1.0,0.0,0,0.0,221626030.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,44391630.0,0.0,0.0,0.0,0.13962678481404012,0.0743339862135736,0.0
CZ-B1D985D0,8914180.0,2178640.0,1,0.0,9212000.0,3,4050000.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,11334180.0,0.0,0.0,0.0,0.9676704298740773,0.24440161630121895,0.0
CZ-5DE6157F,0.0,0.0,1,0.0,3060000.0,1,3060000.0,30429870.0,2,0.0,0.0,0.0,1,0,0,1,0,0.0,5198760.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-C9214703,0.0,0.0,1,0.0,0.0,0,0.0,92532640.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,50092720.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-28B93DF4,22167370.0,1708030.0,1,1.0,0.0,0,0.0,206306980.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,21339130.0,0.0,0.0,0.0,0.10744847314424359,0.07705154016917659,0.0
CZ-582390BE,7289250.0,1084830.0,1,1.0,3060000.0,1,3060000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,7406020.0,0.0,0.0,0.0,1.0,0.14882601090647185,0.0
CZ-C05E78B1,3044140.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,6116910.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-B96CDC94,20404640.0,4492360.0,1,1.0,0.0,0,0.0,82058950.0,1,0.0,0.0,0.0,2,0,0,0,0,0.0,34965415.0,0.0,0.0,0.0,0.2486583121036767,0.2201636490523724,0.0
CZ-A9906130,3726620.0,0.0,1,1.0,6579400.0,2,5728000.0,26270980.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,5422680.0,0.0,0.0,0.0,0.11344221893323608,0.0,0.0
CZ-E1658F8E,38692780.0,5715700.0,1,1.0,1152000.0,1,1152000.0,193030450.0,1,0.0,0.0,0.0,2,0,2,1,0,0.0,52013150.0,0.0,0.0,0.0,0.19925992282000768,0.14772006560397055,0.0
CZ-C24070D7,9176950.0,557520.0,1,1.0,7460000.0,3,5940000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,20928250.0,0.0,0.0,0.0,1.0,0.06075221070181269,0.0
CZ-74961D1C,5260480.0,0.0,1,1.0,12800000.0,2,7800000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,7718745.0,0.0,0.0,0.0,0.410975,0.0,0.0
CZ-EF5772A2,31955380.0,7408220.0,1,1.0,5378000.0,2,2700000.0,366131610.0,2,0.0,0.0,0.0,1,0,1,0,0,0.0,54760595.0,0.0,0.0,0.0,0.08601494857696952,0.23183013314189974,0.0
CZ-E7476751,2449250.0,0.0,1,1.0,0.0,0,0.0,32248480.0,2,0.0,0.0,0.0,1,0,1,1,0,0.0,4160080.0,0.0,0.0,0.0,0.07594931606078797,0.0,0.0
CZ-4E3C6DDD,3228910.0,0.0,1,1.0,0.0,0,0.0,24975650.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,2964270.0,0.0,0.0,0.0,0.12928232098063513,0.0,0.0
CZ-B1FFF7F0,4986990.0,0.0,1,1.0,0.0,0,0.0,38272510.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,8686560.0,0.0,0.0,0.0,0.13030214114517183,0.0,0.0
CZ-478E060E,10548080.0,1200370.0,1,1.0,0.0,0,0.0,96227700.0,2,0.0,0.0,0.0,1,0,1,0,0,0.0,16725815.0,0.0,0.0,0.0,0.10961583826694393,0.11379985741480914,0.0
CZ-48226AA1,39624630.0,5118770.0,1,1.0,1548000.0,1,1548000.0,722293830.0,2,0.0,0.0,0.0,0,0,0,2,0,0.0,85220360.0,0.0,0.0,0.0,0.05474211127035861,0.129181521694966,0.0
CZ-8DD8F635,20113220.0,3997850.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,8889910.0,0.0,0.0,0.0,0.0,0.19876727843676945,0.0
CZ-D7D01111,0.0,0.0,1,0.0,15535000.0,3,10980000.0,11771430.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,6173370.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-2D17EC9A,5683800.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,5921330.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-ABBA9585,1603310.0,0.0,1,1.0,0.0,0,0.0,18070490.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,3535240.0,0.0,0.0,0.0,0.08872531956798073,0.0,0.0
CZ-A23539D1,0.0,0.0,1,0.0,0.0,0,0.0,85330630.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,12598150.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-9003FBF9,0.0,0.0,1,0.0,0.0,0,0.0,47674740.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,733040.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-472C2787,0.0,0.0,1,0.0,9190000.0,2,5960000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,16716040.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-ADCFEABD,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,2,0,0.0,12080070.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-48F446CD,5210680.0,0.0,1,1.0,9101400.0,3,6300000.0,11598670.0,1,0.0,0.0,0.0,0,0,0,2,0,0.0,11544455.0,0.0,0.0,0.0,0.2517228202609943,0.0,0.0
CZ-2A7E7993,10506800.0,804780.0,1,1.0,6384000.0,2,4602000.0,36929740.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,7757595.0,0.0,0.0,0.0,0.24257429628565902,0.07659610918643164,0.0
CZ-3E3BABAE,6889330.0,941280.0,1,0.0,8600000.0,2,5360000.0,25138900.0,1,0.0,0.0,0.0,2,0,2,1,0,0.0,5004935.0,0.0,0.0,0.0,0.20419545391224966,0.13662867071253662,0.0
CZ-ABFCD3C6,0.0,0.0,1,0.0,6220000.0,1,6220000.0,15109620.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,17888430.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-32FE00CE,12127580.0,1235950.0,1,1.0,0.0,0,0.0,37220520.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,24950725.0,0.0,0.0,0.0,0.32583048275521137,0.10191233535462145,0.0
CZ-D7AB6489,48009420.0,8031170.0,1,1.0,6427000.0,3,4275000.0,207904980.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,117790060.0,0.0,0.0,0.0,0.22399559785711867,0.16728321233624568,0.0
CZ-7A8D2764,0.0,0.0,1,0.0,7486000.0,2,4374000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,7933950.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-82AFB311,34756380.0,6846410.0,1,1.0,2288000.0,1,2288000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,25965925.0,0.0,0.0,0.0,1.0,0.19698282732551547,0.0
CZ-16C75A84,111968170.0,22691560.0,1,1.0,0.0,0,0.0,228800310.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,220678040.0,0.0,0.0,0.0,0.48937070933164384,0.20266080976406062,0.0
CZ-09111535,2363440.0,0.0,1,0.0,4668000.0,1,4668000.0,27064060.0,2,0.0,0.0,0.0,0,0,0,0,0,0.0,2600650.0,0.0,0.0,0.0,0.07448113989447896,0.0,0.0
CZ-CCAAE2E4,10317070.0,896340.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,16992790.0,0.0,0.0,0.0,0.0,0.0868793174806413,0.0
CZ-576937B6,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,103439335.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-456AEA91,17390010.0,2765100.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,26084700.0,0.0,0.0,0.0,0.0,0.15900508395337323,0.0
CZ-9B088773,11606310.0,936700.0,1,1.0,0.0,0,0.0,115620890.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,19720610.0,0.0,0.0,0.0,0.10038246548698943,0.080706098665295,0.0
CZ-2CBB0F44,7484960.0,648070.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,2612140.0,0.0,0.0,0.0,0.0,0.08658296103118787,0.0
CZ-79365D0B,11798730.0,1637570.0,1,1.0,0.0,0,0.0,39469160.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,21351860.0,0.0,0.0,0.0,0.29893542198516515,0.1387920564331924,0.0
CZ-3573F0B1,0.0,0.0,1,0.0,3852000.0,1,3852000.0,91953090.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,32848780.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-D0532EC6,66128120.0,5956150.0,1,1.0,7530000.0,1,7530000.0,0.0,0,0.0,0.0,0.0,2,0,2,1,0,0.0,70746370.0,0.0,0.0,0.0,1.0,0.0900698522806939,0.0
CZ-8EF375F3,0.0,0.0,1,0.0,5436400.0,2,4750000.0,44581530.0,1,0.0,0.0,0.0,0,0,0,2,0,0.0,13546500.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-379E517E,0.0,0.0,1,0.0,0.0,0,0.0,50440420.0,3,0.0,0.0,0.0,0,0,0,0,0,0.0,1240085.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-0BFEEDBB,20072230.0,3812050.0,1,1.0,8100000.0,1,8100000.0,0.0,1,0.0,0.0,0.0,1,0,1,2,0,0.0,38669100.0,0.0,0.0,0.0,1.0,0.1899166161408075,0.0
CZ-F1720524,25296570.0,3261340.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,22979560.0,0.0,0.0,0.0,0.0,0.12892419802368463,0.0
CZ-6B65F231,0.0,0.0,1,0.0,2024000.0,1,2024000.0,73619470.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,8940310.0,0.0,0.0,0.0,0.0,0.0,0.0
